ID,Country,Specialization,How did you hear about Us,Current_Occupation,What matters most to you in choosing a course,Origin,Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Purchased
1478,India,,,Unemployed,Better Career Prospects,API,Google,No,No,1,147,1,Converted to Lead,No
1479,India,Marketing Management,,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,7,67,7,Email Opened,No
1480,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,938,6,Email Opened,Yes
1481,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Link Clicked,No
1482,India,"Banking, Investment And Insurance",,Working Professional,Better Career Prospects,API,Olark Chat,No,No,1,832,1,Email Opened,Yes
1483,India,International Business,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,352,3,Email Opened,No
1484,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1485,India,Operations Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,4,125,4,SMS Sent,No
1486,India,Finance Management,Student of SomeSchool,,,Landing Page Submission,Direct Traffic,No,No,3,258,3,Email Opened,No
1487,India,IT Projects Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,51,2,Email Opened,No
1488,India,Human Resource Management,,,,API,Olark Chat,No,No,3,15,1.5,Email Opened,No
1489,Singapore,Operations Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,1,993,1,Converted to Lead,Yes
1490,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,883,2,Email Opened,No
1491,India,Media and Advertising,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,1513,5,Email Opened,Yes
1492,India,Services Excellence,,,,Landing Page Submission,Organic Search,No,No,12,339,6,Email Opened,No
1493,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,30,1.5,Email Opened,No
1494,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,API,Google,No,No,5,353,5,Email Opened,No
1495,,Marketing Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1496,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,279,2,Email Opened,No
1497,India,Finance Management,,,,Landing Page Submission,Direct Traffic,No,No,5,387,5,Email Opened,No
1498,Kuwait,International Business,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,37,3,Email Opened,No
1499,India,Rural and Agribusiness,,Unemployed,Better Career Prospects,API,Organic Search,No,No,9,413,4.5,Email Opened,No
1500,India,Supply Chain Management,,,,Landing Page Submission,Direct Traffic,No,No,10,68,5,Email Opened,No
1501,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,6,983,2,Email Opened,Yes
1502,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,40,3,Email Opened,No
1503,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,1489,5,SMS Sent,Yes
1504,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1505,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,250,3,SMS Sent,No
1506,India,"Banking, Investment And Insurance",Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,101,6,Page Visited on Website,No
1507,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Google,No,No,16,1059,3.2,Page Visited on Website,Yes
1508,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,312,2.5,Email Opened,No
1509,India,Business Administration,,,,Landing Page Submission,Google,No,No,4,320,4,Email Opened,No
1510,India,Business Administration,Other,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,3,784,3,Converted to Lead,Yes
1511,India,Marketing Management,,Unemployed,Better Career Prospects,API,Google,No,No,2,969,1,Email Opened,Yes
1512,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Google,No,No,4,1184,2,Email Opened,Yes
1513,India,,,Unemployed,Better Career Prospects,API,Google,No,No,4,995,1.33,Email Opened,Yes
1514,India,,,,,API,Google,No,No,6,481,6,Email Opened,No
1515,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,42,1.5,Email Opened,No
1516,India,Services Excellence,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,4,1596,4,SMS Sent,No
1517,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,7,3,SMS Sent,No
1518,India,Travel and Tourism,,Student,Better Career Prospects,Landing Page Submission,Organic Search,No,No,11,374,11,Email Opened,Yes
1519,India,Finance Management,Online Search,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,4,688,2,Email Opened,Yes
1520,India,Finance Management,Multiple Sources,,,Landing Page Submission,Google,No,No,5,30,5,Email Opened,No
1521,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,12,348,3,Converted to Lead,No
1522,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,118,2,SMS Sent,Yes
1523,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1024,1.5,Email Opened,Yes
1524,India,Hospitality Management,,Unemployed,Better Career Prospects,API,Google,No,No,3,1344,3,Email Opened,No
1525,India,Marketing Management,,Unemployed,Better Career Prospects,API,Google,No,No,2,127,2,SMS Sent,No
1526,India,Human Resource Management,Social Media,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,3,783,3,Email Opened,No
1527,India,,,Unemployed,Better Career Prospects,API,Google,No,No,4,152,4,View in browser link Clicked,No
1528,India,Human Resource Management,Online Search,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,4,847,4,Email Opened,Yes
1529,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1017,4,SMS Sent,Yes
1530,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1337,4,Email Opened,Yes
1531,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,8,367,2.67,SMS Sent,No
1532,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,90,3,Olark Chat Conversation,No
1533,,Marketing Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1534,India,Marketing Management,,,,Landing Page Submission,Organic Search,No,No,9,186,9,Unreachable,No
1535,India,,,,,API,Organic Search,No,No,2,1978,2,SMS Sent,No
1536,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,5,777,5,Page Visited on Website,Yes
1537,,Rural and Agribusiness,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1538,India,Media and Advertising,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,31,3,Email Opened,Yes
1539,,Marketing Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1540,India,Retail Management,Advertisements,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,62,4,Email Link Clicked,Yes
1541,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,931,2,Email Opened,Yes
1542,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1543,India,Marketing Management,,Working Professional,Better Career Prospects,API,Google,No,No,4,1272,4,SMS Sent,Yes
1544,India,,,Unemployed,Better Career Prospects,API,Google,No,No,5,324,2.5,Email Opened,No
1545,India,Finance Management,Online Search,,,Landing Page Submission,Google,No,No,6,277,6,Email Opened,No
1546,,,,,,API,Olark Chat,Yes,No,0,0,0,Email Bounced,No
1547,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1381,4,Email Opened,Yes
1548,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,535,1,Olark Chat Conversation,No
1549,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,,1835,,,Yes
1550,India,Supply Chain Management,,Unemployed,Better Career Prospects,API,Social Media,No,No,2,942,2,Olark Chat Conversation,Yes
1551,,Business Administration,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
1552,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,6,326,6,Email Opened,No
1553,India,Hospitality Management,,Working Professional,Better Career Prospects,API,Google,No,No,2,1429,2,SMS Sent,Yes
1554,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1205,2,Email Opened,Yes
1555,India,Marketing Management,,Unemployed,Better Career Prospects,API,Google,Yes,No,2,96,2,Email Bounced,No
1556,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1557,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,6,5,3,Email Opened,No
1558,India,,,Unemployed,Better Career Prospects,API,Google,No,No,4,1245,2,SMS Sent,Yes
1559,India,Marketing Management,,Working Professional,Better Career Prospects,API,Google,No,No,2,1101,1,SMS Sent,Yes
1560,India,Supply Chain Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,2,826,1,Form Submitted on Website,Yes
1561,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,3,430,1.5,Email Opened,Yes
1562,,Human Resource Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
1563,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,2,345,2,Had a Phone Conversation,Yes
1564,,Marketing Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1565,,Business Administration,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1566,,Human Resource Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1567,India,Operations Management,Online Search,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,14,1241,3.5,Email Opened,Yes
1568,,"Banking, Investment And Insurance",,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1569,,Human Resource Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1570,,,,Unemployed,Better Career Prospects,Lead Add Form,,No,No,0,0,0,SMS Sent,Yes
1571,,Human Resource Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1572,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
1573,,Human Resource Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
1574,,Marketing Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1575,,Business Administration,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,,759,,,Yes
1576,,Human Resource Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1577,India,,,Unemployed,Better Career Prospects,API,Google,No,No,6,1178,3,Email Opened,No
1578,,Operations Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
1579,,Marketing Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1580,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,222,1.33,Email Link Clicked,No
1581,India,Human Resource Management,,,,Landing Page Submission,Direct Traffic,No,No,17,104,3.4,Email Opened,No
1582,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,251,6,SMS Sent,Yes
1583,India,E-COMMERCE,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,7,84,1.75,Email Opened,No
1584,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1615,2,Email Opened,No
1585,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,416,1,SMS Sent,No
1586,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1587,Singapore,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,3,926,3,SMS Sent,Yes
1588,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,360,2,SMS Sent,No
1589,India,,,,,API,Google,No,No,2,1794,2,SMS Sent,Yes
1590,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,850,2,Email Opened,Yes
1591,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1592,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,API,Google,No,No,2,1069,2,Email Opened,Yes
1593,India,Business Administration,,Student,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,326,2,Email Opened,No
1594,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,1458,1,Email Bounced,No
1595,India,Marketing Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1389,3,Email Link Clicked,Yes
1596,India,Finance Management,,Working Professional,Better Career Prospects,Landing Page Submission,Organic Search,No,No,4,1171,4,Email Opened,Yes
1597,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,253,2,Form Submitted on Website,No
1598,India,IT Projects Management,,Unemployed,Better Career Prospects,API,Google,No,No,2,1059,2,Email Opened,Yes
1599,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,266,5,SMS Sent,No
1600,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,428,2,Email Opened,No
1601,India,Business Administration,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,1708,3,Email Opened,No
1602,India,Operations Management,,,,Landing Page Submission,Direct Traffic,No,No,2,8,2,Email Opened,No
1603,India,,,Unemployed,Better Career Prospects,API,Google,No,No,4,4,4,SMS Sent,No
1604,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1075,4,Email Opened,Yes
1605,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1606,India,Supply Chain Management,Online Search,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,13,1018,6.5,SMS Sent,Yes
1607,India,,,Unemployed,Better Career Prospects,API,Google,No,No,5,108,5,Email Opened,No
1608,India,Marketing Management,,Unemployed,Better Career Prospects,API,Google,Yes,No,3,202,3,Page Visited on Website,No
1609,India,Travel and Tourism,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,3,560,3,SMS Sent,No
1610,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,7,1302,3.5,Email Opened,Yes
1611,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,416,4,SMS Sent,No
1612,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,300,5,Email Opened,Yes
1613,India,Finance Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,1459,3,SMS Sent,Yes
1614,India,Business Administration,Multiple Sources,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,255,4,Page Visited on Website,No
